,title,post_id,kind_name,floor_str,price,section_name,role_name,area,contact,refresh_time,station,distance
11,近裕民路商圈、運動公園溫馨小套房,13550293,分租套房,2F/5F,"9,000",土城區,屋主,6,高先生,7小時內,海山站,558
12,租透天厝全新裝潢套房,13550310,分租套房,3F/3F,"10,500",淡水區,仲介,7,陳小姐,21小時內,竹圍站,700
13,全新優質套房!家具好又新!環境佳安全舒適,13550309,分租套房,3F/5F,"11,000",新莊區,屋主,9,買小姐,7小時內,新北產業園區站,325
14,免仲介費、近景安站、可養貓、大邊間採光,13549919,分租套房,3F/5F,"9,500",中和區,代理人,6,黃先生,13小時內,景安站,349
15,九千元起!內詳!獨立洗衣機+大陽台+可貓,13549175,分租套房,4F/4F,"9,000",中和區,代理人,4,黃先生,12小時內,南勢角站,525
16,中和廟口，離中永和近、禁煙、可養貓,13548776,分租套房,頂樓加蓋/5F,"11,000",中和區,代理人,8,張小姐,9小時內,永安市場站,677
17,三重國小捷運站裝潢套房出租自5-2,13548519,分租套房,5F/5F,"10,300",三重區,屋主,7,陳小姐,2天前,三重國小站,563
18,大坪林捷運佳瑪百貨旁套房出租,13548157,分租套房,5F/5F,"9,500",新店區,代理人,6,劉先生,2天前,大坪林站,304
19,捷運新店區公所走路3分鐘,13547954,分租套房,5F/7F,"10,000",新店區,屋主,8,林先生,16小時內,新店區公所站,116
20,保安路分租套房大陽台近頂溪捷運站,13547488,分租套房,5F/5F,"11,000",永和區,仲介,7,林先生,18小時內,頂溪站,760
21,NET🎉城科北藝自強路分租美套🎉,13546578,分租套房,2F/5F,"9,500",淡水區,仲介,5,吳怡蓁,16小時內,竹圍站,655
22,捷運站8分鐘一房一廳一衛全新有陽台,13546296,分租套房,7F/7F,"11,000",淡水區,代理人,10,黃先生,7小時內,淡水站,520
23,"dua+設計師合法捷運宅,微風運河旁",13546145,分租套房,5F/6F,"11,800",蘆洲區,代理人,7,郭小姐,2小時內,蘆洲站,632
24,🌺自租對外窗室內陽台蘆洲徐匯捷運線橘線,13545065,分租套房,5F/5F,"9,500",三重區,屋主,8,林先生,3天前,徐匯中學站,624
25,新莊區近新莊運動萬坪公園,13377118,分租套房,2F/4F,"9,800",新莊區,屋主,6.5,宋先生,7小時內,新莊站,771
26,近府中超低樓層可貓可狗共用大陽台,13544357,分租套房,2F/4F,"9,000",板橋區,仲介,5.5,汪先生,18小時內,府中站,673
27,近板橋新埔捷運站生活機能佳!房間新!!,13544209,分租套房,5F/5F,"9,500",板橋區,屋主,9,黃先生,7小時內,環狀線新埔民生站,759
28,"府中精美套房,2樓免仲介費",13543479,分租套房,2F/5F,"12,000",板橋區,仲介,6,林先生,3天前,府中站,636
29,新泰路新裝潢套房近新莊捷運站,13542451,分租套房,3F/5F,"9,000",新莊區,屋主,6,黃先生,15分鐘內,新莊站,407
30,全新裝潢改裝含廚套房(近大坪林捷運站),4490817,分租套房,3F/4F,"11,500",新店區,屋主,8,李先生,7小時內,大坪林站,486
31,頂溪捷運站中興街套房,13540180,分租套房,4F/5F,"11,500",永和區,仲介,6,徐先生,20小時內,頂溪站,353
32,中正路耕莘醫院旁套房,13539801,分租套房,3F/4F,"10,000",新店區,代理人,4,周先生,4天前,小碧潭站,652
33,七張捷運二樓套房,13538039,分租套房,2F/4F,"9,000",新店區,仲介,5,朱先生,16小時內,七張站,301
34,捷運美套房近碧潭,13537977,分租套房,B1/5F,"9,500",新店區,仲介,7,洪小姐,16小時內,新店站,170
35,獨立陽台.近捷運.裕民.健工-禁菸寵,13536637,分租套房,5F/5F,"12,000",板橋區,屋主,7,徐小姐,9小時內,環狀線新埔民生站,544
36,有陽台套房近重陽路及自強路口生活機能好,13536526,分租套房,5F/5F,"11,000",三重區,屋主,8,鄭先生,17小時內,三重國小站,423
37,免仲介費🌞有飲水機舒適套房,13534613,分租套房,5F/5F,"9,000",板橋區,仲介,6.5,楊先生,3天前,環狀線新埔民生站,765
38,🌞免仲介費、設備齊全馬上可住,13534611,分租套房,5F/5F,"9,000",板橋區,仲介,6,楊先生,3天前,環狀線新埔民生站,765
39,丹鳳捷運分租套房~全新整理、機能優,13533715,分租套房,3F/4F,"12,000",新莊區,仲介,9.5,值班人員,5天前,輔大站,591
40,新店區公所站3分鐘明亮套房,13532870,分租套房,5F/5F,"10,400",新店區,代理人,6,黃先生,5天前,新店區公所站,185
41,近菜寮650M~黃金2樓1房1廳+陽台,13532478,分租套房,2F/5F,"11,800",三重區,仲介,8,張小姐,2小時內,菜寮站,450
42,短租一樓套房板橋捷運站5分鐘.水泥隔音好,13530906,分租套房,1F/5F,"9,900",板橋區,屋主,4,陳小姐,10小時內,板橋站,513
43,新莊分租套房/近頭前庄捷運站,13530339,分租套房,4F/4F,"9,000",新莊區,屋主,9.5,吳女士,20小時內,頭前庄站,650
44,2樓獨立對外大陽台，樓下優美公園,13530281,分租套房,2F/4F,"9,800",蘆洲區,屋主,7,林玉純,7小時內,三民高中站,517
45,捷運寧靜套房,13527693,分租套房,4F/4F,"9,800",新店區,屋主,6.5,賀先生,12小時內,新店區公所站,382
46,捷運3分鐘！有窗通風。電梯大套房,13526757,分租套房,3F/5F,"11,500",三重區,屋主,8,蔡太太,3天前,三和國中站,139
47,三重爬樓梯2樓大套房及雙窗雅房分租,13526058,分租套房,2F/5F,"12,000",三重區,屋主,10,陳先生,2天前,三和國中站,653
48,捷運三和國中、大採光、靜巷、獨立洗衣,13525307,分租套房,頂樓加蓋/5F,"9,000",三重區,仲介,8,戴小姐,7小時內,台北橋站,346
49,费免永福街4樓2電梯套9坪1萬三和國中捷,13524161,分租套房,4F/7F,"10,000",三重區,仲介,9,林小姐免收仲介费,7小時內,徐匯中學站,630
50,四川路套房亞東醫院捷運站亞東科大遠東園,13523847,分租套房,2F/12F,"11,000",板橋區,屋主,6,謝先生,2小時內,亞東醫院站,392
51,輔大捷運好事多-全新裝潢電梯大樓,13523667,分租套房,10F/10F,"10,000",新莊區,代理人,6,張小姐,23小時內,輔大站,342
52,房東包水包網路可貓可報稅南勢角站可開伙,13523465,分租套房,4F/4F,"9,600",中和區,屋主,9,陳先生,4天前,景平站,477
53,💖近中研院展覽館生活機能佳套房💖,13522898,分租套房,5F/5F,"12,000",汐止區,仲介,7,艾倫,21小時內,南港展覽館站,509
54,大坪林全新裝潢套房,13522257,分租套房,4F/4F,"11,000",新店區,仲介,8,秦小姐,7天前,大坪林站,380
55,力行壹樓#優套房(大總管王小燁),13521913,分租套房,1F/4F,"11,000",三重區,仲介,6,王小姐,18小時內,三和國中站,488
56,四號公園河岸精裝套房出租(陽光舒適宅),13519048,分租套房,4F/4F,"11,000",永和區,屋主,6,張先生,2小時內,永安市場站,363
57,永安捷運四號公園有陽台套房--免收服務費,13518225,分租套房,5F/5F,"9,200",永和區,代理人,7.5,舒國蓉,8天前,永安市場站,439
58,徐匯捷運全新整理裝潢一層二戶邊間生活便利,13517401,分租套房,5F/5F,"11,000",蘆洲區,屋主,12,劉小姐,20小時內,三民高中站,709
59,近捷運站＊全新裝璜＊傢電齊全＊電梯大樓,13517081,分租套房,3F/13F,"12,000",三重區,仲介,10,吳先生,8天前,徐匯中學站,322
60,新店-小資族首選@高CP優質精緻大空間,13516955,分租套房,4F/5F,"9,000",新店區,仲介,10,值班人員,22小時內,大坪林站,783
61,免仲介費~菜寮捷運~光明路重安街套房,13515444,分租套房,4F/5F,"11,000",三重區,代理人,6,李先生,22小時內,菜寮站,400
62,大坪林乾淨整潔方正採光獨立洗衣機頂加LY,13514919,分租套房,頂樓加蓋/5F,"10,999",新店區,仲介,6,袁先生,7小時內,大坪林站,172
63,🏡蘆洲捷運5分鐘|低樓層|陽台|落地窗,13436309,分租套房,2F/5F,"11,100",蘆洲區,屋主,8,彭小姐,7天前,蘆洲站,420
64,近三和國中力行路1樓套房包水第四台網路,13513335,分租套房,1F/4F,"11,000",三重區,仲介,6,吳小姐,2小時內,三和國中站,511
65,徐匯中學5樓套房,13512884,分租套房,頂樓加蓋/4F,"11,500",三重區,仲介,6,劉小姐,7小時內,三和國中站,441
66,南雅商圈分租套房,13509888,分租套房,1F/5F,"10,000",板橋區,仲介,5,許先生,2天前,府中站,533
67,近大坪林站3分鐘獨立洗衣機有開對外窗LY,13507666,分租套房,頂樓加蓋/5F,"10,998",新店區,仲介,6,柯小姐,19小時內,大坪林站,172
68,萬坪公園.溫馨套房.有對外窗,13507655,分租套房,2F/4F,"9,800",新莊區,仲介,7,黃小姐,11小時內,新莊站,797
69,🔥獨立陽台🔥近南勢角捷運🔥套房🔥,13507014,分租套房,4F/4F,"9,500",中和區,仲介,7,施先生,15小時內,華夏科技大學站,66
70,江子翠捷運站大樓分租10500起,13506902,分租套房,18F/22F,"10,500",板橋區,屋主,4,Mr. 林,7小時內,江子翠站,683
71,新莊商圈/獨洗/採光佳/免爬高/秒殺,13506252,分租套房,2F/4F,"10,500",新莊區,仲介,7,林小姐,2天前,新莊站,783
72,捷運海山站步行3分鐘交通便利，生活機能佳,13504911,分租套房,頂樓加蓋/5F,"9,000",土城區,屋主,5,李小姐,7小時內,海山站,46
73,仁愛街精美質感套房！離捷運站近,13504718,分租套房,2F/5F,"10,000",淡水區,代理人,5,林先生,昨日,淡水站,363
74,三樓耕莘醫院對面靜巷套房,13504248,分租套房,3F/4F,"9,000",新店區,屋主,6,李先生,7小時內,小碧潭站,607
75,優質套房出租,13502945,分租套房,4F/5F,"10,500",板橋區,代理人,7,李先生,7小時內,新埔站,226
76,中山路二段乾淨舒適&請看說明,13502483,分租套房,頂樓加蓋/5F,"10,000",中和區,屋主,8,呂先生,20小時內,橋和站,312
77,輔大捷運好事多全新裝潢電梯大樓有警衛,13502036,分租套房,10F/10F,"12,000",新莊區,代理人,6,張小姐,23小時內,輔大站,342
78,中正中華行政大套房,13501560,分租套房,5F/5F,"11,000",新莊區,仲介,8,侯小姐,16小時內,新莊站,426
79,光線充足生活機能佳,13500893,分租套房,4F/5F,"10,000",新莊區,屋主,8,蔡小姐,7小時內,輔大站,521
80,近新埔捷運站近致理套房,13500803,分租套房,1F/3F,"9,000",板橋區,仲介,8,李先生,11天前,板橋站(環狀線)站,511
81,近新埔捷運站近致理套房,13500784,分租套房,1F/3F,"9,000",板橋區,仲介,8,李先生,11天前,板橋站(環狀線)站,511
82,板橋三民路二段優質套房,13497621,分租套房,5F/5F,"9,500",板橋區,屋主,5,林先生,7小時內,板新站,698
83,【置頂】【優質】熱鬧套房,13497584,分租套房,2F/5F,"10,500",三重區,仲介,7,石先生,8天前,三重國小站,454
84,【可貓有陽台】三和國中捷運大套房,13497577,分租套房,4F/4F,"11,500",三重區,仲介,8,石先生,8天前,三重國小站,353
85,【置頂】【優質】熱鬧套房【限女】,13497550,分租套房,2F/5F,"10,500",三重區,仲介,7,石先生,8天前,三重國小站,454
86,永和中正路套房交通、生活機能方便,13497351,分租套房,2F/4F,"9,600",永和區,屋主,7,吳先生,7小時內,景平站,520
87,新店中正七張捷運優質套房出租,13497200,分租套房,4F/7F,"9,000",新店區,屋主,8,沈小姐,2天前,新店區公所站,448
88,★捷運頂溪站旁★近樂華夜市公寓溫馨美套★,13496102,分租套房,4F/5F,"12,000",永和區,仲介,8,顧先生,22小時內,頂溪站,511
89,陽光大套房|南港展覽館|清幽宜居|機能佳,13496034,分租套房,2F/4F,"11,800",汐止區,仲介,5,楊先生,7小時內,南港展覽館站,621
90,#膝蓋剋星亮麗美套，近環狀中和站威力廣場,13495683,分租套房,1F/5F,"9,500",中和區,仲介,5.5,許先生,3天前,中和站,393
91,★頂溪站★永和路一段寧靜公寓溫馨套房★,13495183,分租套房,4F/5F,"12,000",永和區,仲介,8,萬先生,51分鐘內,頂溪站,511
92,中和廟口，離中永和近、禁煙、可養貓,13493820,分租套房,頂樓加蓋/5F,"11,000",中和區,代理人,8,張小姐,9小時內,永安市場站,677
93,江翠4號出口~邊間~通風佳,13492944,分租套房,4F/4F,"10,000",板橋區,仲介,7,廖小姐,12天前,江子翠站,601
94,對外窗獨立洗衣機有機車車位台水台電計費,13491254,分租套房,1F/5F,"9,000",中和區,代理人,6,王小姐,19小時內,中原站,750
95,中和，近環球，近世紀廣場，全新裝潢管線,13489698,分租套房,2F/4F,"10,000",中和區,屋主,8,林先生,2小時內,中原站,649
96,麥當勞正對面徐匯捷運站3分鐘,13489717,分租套房,4F/5F,"11,500",三重區,屋主,6,蘇小姐,2小時內,徐匯中學站,243
97,生活機能優，近三重商圈，五分鐘到台北車站,13489430,分租套房,4F/4F,"9,000",三重區,屋主,10,丁先生,13天前,三重站,609
98,捷運壹樓#優質套房(大總管王小燁),13487954,分租套房,1F/4F,"11,000",三重區,仲介,6,王小姐,18小時內,三和國中站,488
99,近景安捷運走路3分鐘,13487266,分租套房,3F/5F,"9,000",中和區,屋主,6.5,李太太,7小時內,景安站,282
100,免服務費正一房一廳一衛浴獨立洗衣機,13404132,分租套房,頂樓加蓋/5F,"10,500",新莊區,仲介,10,吳先生,21小時內,丹鳳站,764
101,景安捷運站三分鐘超值設計感套房,13486033,分租套房,3F/5F,"9,500",中和區,屋主,6,呂小姐,2天前,永安市場站,645
102,近府中超低樓層可貓可狗共用大陽台,13484656,分租套房,2F/4F,"9,000",板橋區,仲介,5.5,汪先生,18小時內,府中站,673
103,公園綠地多⚡近捷運站⚡含水費套房❗️,13483598,分租套房,4F/5F,"10,000",三重區,仲介,6,盧先生,13天前,三和國中站,248
104,近捷運新埔民生站裕民街夜市陽台大套房,13482569,分租套房,4F/5F,"12,000",板橋區,仲介,7,吳先生,9小時內,環狀線新埔民生站,691
105,仁愛街獨立陽台大套房,13482259,分租套房,4F/5F,"11,500",新莊區,代理人,10,許先生,18小時內,新莊站,800
106,近新埔民生站雙對外窗乾淨舒適生活機能佳,13482042,分租套房,4F/4F,"10,000",板橋區,代理人,6,李小姐,19小時內,環狀線新埔民生站,146
107,免仲介費㊣獨立洗衣機+僅可養貓,13480711,分租套房,4F/4F,"11,000",中和區,代理人,7,黃先生,14小時內,永安市場站,676
108,三和國中捷運裝潢美套房(((家電齊全)),13480634,分租套房,4F/5F,"10,000",三重區,仲介,6,林先生,14天前,三和國中站,257
109,中庭有垃圾桶資源分類、警衛管理永安套房,13480318,分租套房,2F/5F,"9,000",永和區,屋主,4.7,吳先生,5天前,永安市場站,407
110,【永寧捷運站】→電梯大樓溫馨套房,13479333,分租套房,3F/5F,"10,000",土城區,仲介,5,廖先生,21小時內,永寧站,142
111,"全新傢俱,獨立洗衣機,對外窗,近四維商圈",13478859,分租套房,4F/5F,"10,000",新莊區,屋主,8,陳小姐,19小時內,丹鳳站,536
112,優質裝潢設備全.走路1分鐘到捷運僅剩一間,13478121,分租套房,2F/4F,"9,200",新店區,屋主,6,馮先生,7小時內,七張站,76
113,🏬海山捷運站電梯套房(免仲介費,13476833,分租套房,12F/12F,"10,800",土城區,仲介,6,劉先生,17小時內,海山站,285
114,全新裝璜，看過，一定喜歡的一樓精緻大套房,13475723,分租套房,1F/4F,"11,500",新店區,代理人,6.5,程小姐,4天前,新店區公所站,355
115,三重力行路二段漂亮套房永福國小旁,13474598,分租套房,5F/5F,"11,000",三重區,仲介,10,黃先生,5天前,徐匯中學站,527
116,新店中正路鬧區近屈臣士金石堂,13474213,分租套房,2F/4F,"9,000",新店區,屋主,5,廖先生,7小時內,七張站,382
117,三重區菜寮站套房全新裝修,13474198,分租套房,4F/5F,"10,500",三重區,代理人,6,游先生,7小時內,三重站,564
118,愛買後面漂亮獨立桶床套房,13474044,分租套房,5F/5F,"11,000",永和區,代理人,6,李小姐,昨日,景平站,749
119,雅緻電梯高樓明亮套房,13473574,分租套房,10F/12F,"9,500",中和區,仲介,7,賴小姐,17小時內,中原站,420
120,新埔捷運🌈新巨蛋旁一樓套房🌈中信心妍,13472693,分租套房,1F/4F,"11,500",板橋區,仲介,6,陳小姐,16天前,新埔站,156
121,經典套房公車敦化幹線一段票,13472060,分租套房,5F/5F,"9,800",新店區,屋主,8.5,陳小姐,7小時內,十四張站,703
122,威力廣場靜巷二樓全配套房,13470738,分租套房,2F/5F,"9,800",中和區,屋主,7,孫先生,10小時內,中和站,393
123,景安站450公尺採光套房(免服),13470024,分租套房,頂樓加蓋/5F,"9,600",中和區,仲介,6,胡先生,4天前,景安站,324
124,分租套房出租獨立洗衣機,13467494,分租套房,2F/4F,"11,000",中和區,屋主,9,邱小姐,7小時內,景安站,298
125,頂溪捷運站8分鐘,13467304,分租套房,2F/5F,"12,000",永和區,屋主,12,湯小姐,5天前,頂溪站,605
126,新莊區丹鳳有廚房一房一廳套房,13467271,分租套房,5F/5F,"10,000",新莊區,代理人,6,林小姐,5天前,丹鳳站,371
127,永安捷運1F小套房,13466806,分租套房,1F/5F,"9,500",永和區,代理人,6,李小姐,2天前,永安市場站,598
128,七張美寓套房一樓,13466506,分租套房,1F/4F,"9,000",新店區,屋主,3.5,周小姐,18天前,七張站,233
129,埔墘商圈一樓分租套房。專屬機車停車位。,13463368,分租套房,1F/2F,"10,000",板橋區,屋主,6,林先生,7小時內,板新站,512
130,近捷運南勢角【透天厝套房】有獨立大陽台,13462101,分租套房,2F/4F,"10,000",中和區,仲介,7,許先生,18小時內,華夏科技大學站,69
131,成功路集美學區高樓層套房(中興橋),13461799,分租套房,10F/12F,"10,000",三重區,代理人,7,黃先生,2天前,三重站,490
132,新埔捷運套房,13461755,分租套房,4F/4F,"10,000",板橋區,屋主,8,李先生,2天前,新埔站,308
133,新店少有寧靜宜人電梯大套房出租,13461504,分租套房,3F/5F,"9,000",新店區,屋主,8,劉先生,2天前,大坪林站,370
134,全新傢俱/獨立洗衣機/重新大橋站/雙捷運,13461338,分租套房,2F/5F,"12,000",三重區,屋主,5.5,范先生,2小時內,三重站,565
135,板新捷運站步行3分內機能好/對外窗套房,13459208,分租套房,頂樓加蓋/3F,"9,000",板橋區,仲介,5,值班人員,19天前,板新站,48
136,板橋江子翠捷運站全新裝潢傢俱大套房,13458121,分租套房,5F/5F,"9,800",板橋區,屋主,8,高小姐,19天前,江子翠站,336
137,優質房客首選新裝潢大坪數交通便利,13455648,分租套房,4F/4F,"10,000",三重區,屋主,10,盧先生,7小時內,三重國小站,648
138,中和站大潤發~飯店級全新美裝潢,13454002,分租套房,1F/4F,"10,800",中和區,仲介,6,張小姐,20天前,中和站,683
139,南港展覽館旁弘道街大套房,13452689,分租套房,4F/5F,"9,000",汐止區,仲介,8,柯先生,20天前,南港展覽館站,680
140,南勢角站／大套房＋獨立陽台洗衣機(C室),13446634,分租套房,5F/5F,"12,000",中和區,仲介,7,林小姐,13小時內,南勢角站,463
141,南勢角站／質感大套房(B室),13446524,分租套房,5F/5F,"10,000",中和區,仲介,7,林小姐,13小時內,南勢角站,463
142,大套房、裝潢新、公所捷運5分鐘、機能佳,13443147,分租套房,5F/5F,"11,000",新店區,屋主,9,吳太太,11小時內,新店區公所站,355
143,租屋補助可，靜巷透天，新設備，有機車位,13442977,分租套房,2F/3F,"11,500",新莊區,代理人,5,郭先生,7小時內,新莊站,514
144,台北橋三重國小站有窗一層一戶最後一間了,13442079,分租套房,2F/5F,"10,500",三重區,仲介,6,劉小姐,19小時內,三重國小站,454
145,蘆洲捷運旁*嶄新漂亮*精緻套房*錯過可惜,13441816,分租套房,5F/5F,"9,800",蘆洲區,屋主,6,陳先生,7小時內,徐匯中學站,514
146,新莊捷運溫馨套房@越南免@,12795513,分租套房,頂樓加蓋/2F,"9,800",新莊區,屋主,7,胡先生,22小時內,新莊站,794
147,菜寮站✅綜合運動公園優雅套房(住商小宥,13437233,分租套房,2F/4F,"11,000",三重區,仲介,7,李小姐,21小時內,菜寮站,607
148,新莊泰山電梯套房出租,13437153,分租套房,13F/13F,"9,500",泰山區,屋主,8,簡小姐,7小時內,A6 泰山貴和站,190
149,樂華夜市旁靜巷內的驚喜，超美套房便宜租,13436152,分租套房,3F/5F,"12,000",永和區,屋主,7,陳太太,13天前,頂溪站,632
150,可貓咪套房/近Costco,13409635,分租套房,5F/5F,"9,000",中和區,代理人,5,黃小姐,7小時內,中和站,715
151,永安市場站好讚的捷運4分鐘低樓層套房,13435250,分租套房,2F/5F,"12,000",永和區,仲介,6,許小姐,4天前,永安市場站,255
152,近台藝大~便宜小資學生套房~水泥隔間,13434830,分租套房,2F/5F,"9,000",板橋區,仲介,8,何先生,8天前,臺鐵浮洲站,240
153,新埔一樓套房,13432969,分租套房,1F/5F,"10,000",板橋區,屋主,6,黃小姐,24天前,板新站,440
154,三重蘆洲徐匯中學捷運1樓2樓套房出租,13432750,分租套房,2F/5F,"9,000",蘆洲區,屋主,7,曾先生,15小時內,徐匯中學站,481
155,中和景安站旁通風大套房,13430652,分租套房,5F/5F,"11,000",中和區,代理人,5,潘先生,2天前,景安站,245
156,"三重捷運亮麗套房,專屬洗衣機",13430016,分租套房,4F/4F,"9,500",三重區,仲介,5,林惠娟,13小時內,三重國小站,482
157,蘆洲捷運700公尺套房,13429981,分租套房,3F/5F,"10,500",三重區,仲介,6,廖小姐,25天前,三重國小站,445
158,三重菜寮台北橋家庭式雅房,13429506,分租套房,6F/11F,"9,500",三重區,屋主,10,周小姐,2小時內,菜寮站,256
159,浴室有對外窗捷運陽台採光一樓美套房,13425786,分租套房,1F/4F,"10,000",永和區,仲介,8,林先生,8小時內,頂溪站,568
160,江翠站僅剩一間超值套房，專人代收垃圾,13424488,分租套房,3F/4F,"12,000",板橋區,屋主,8,官太太,7小時內,江子翠站,493
161,忠孝街(適合上班族、學生)_仲介勿擾,13424110,分租套房,3F/4F,"9,500",中和區,屋主,8,王小姐,7小時內,華夏科技大學站,153
162,套房出租/近世新大學/捷運站/生活機能佳,13422384,分租套房,1F/5F,"9,800",新店區,屋主,6,王先生,7小時內,大坪林站,358
163,全新裝潢新莊區公寓套房分租,13421662,分租套房,3F/4F,"10,000",新莊區,屋主,6,鄭太太,26天前,幸福站,471
164,景安捷運站1分鐘電梯12坪超大套房對外窗,13421573,分租套房,2F/12F,"9,800",中和區,屋主,12,黃先生,12天前,景安站,239
165,優質套房出租,13419597,分租套房,5F/5F,"9,000",新店區,屋主,5.5,邱小姐,7小時內,新店區公所站,215
166,優質套房出租,13419545,分租套房,5F/5F,"9,000",新店區,屋主,5.5,邱小姐,7小時內,新店區公所站,215
167,優質套房出租,13418161,分租套房,7F/10F,"9,800",永和區,屋主,9,施先生,19天前,頂溪站,713
168,設計師裝潢套房,13416061,分租套房,3F/4F,"11,800",新店區,屋主,8,曾先生,7小時內,小碧潭站,267
169,新北中和南勢角大坪數套房美寓(房仲勿擾),13415613,分租套房,4F/4F,"10,500",中和區,屋主,7,胡小姐,2小時內,南勢角站,779
170,捷運三和國中1F超值套房,13412932,分租套房,1F/5F,"11,000",三重區,仲介,6,海小姐,22小時內,三和國中站,702
171,近台北橋捷運公車2分鐘分租套房5坪,13410172,分租套房,3F/4F,"9,000",三重區,屋主,5,周小姐,15小時內,台北橋站,181
172,（已出租）近鴻海套房+附小廚房,13409120,分租套房,5F/6F,"10,500",土城區,代理人,8,李小姐,24天前,頂埔站,738
173,景平大潤發靜巷優質全新一大房一大廳大陽台,13408952,分租套房,3F/5F,"12,000",中和區,屋主,12,劉小姐,15小時內,景平站,273
174,整層住家，四周便利，全新套房出租。,13407065,分租套房,1F/2F,"10,000",中和區,代理人,7,倪先生,7小時內,中和站,405
175,景安站2分鐘亮麗陽台大套房景安路忠孝街,13402615,分租套房,3F/5F,"12,000",中和區,屋主,12,陳小姐,10小時內,景平站,273
176,永安捷運1分鐘套房,13404589,分租套房,2F/2F,"9,200",中和區,屋主,7,游先生,29天前,永安市場站,80
177,"近竹圍捷運站,歐式套房,附全套家電,傢俱",13401919,分租套房,4F/4F,"12,000",淡水區,屋主,7,葉先生,7小時內,竹圍站,358
178,海山捷運旁#電梯#獨洗#套房,13343897,分租套房,12F/12F,"11,800",土城區,屋主,8,邱先生,7小時內,海山站,187
179,實踐分租套房,13261004,分租套房,5F/5F,"11,000",板橋區,仲介,7,羊咩小姐,2天前,府中站,464
180,大坪林捷運站大套房出租,12968726,分租套房,5F/5F,"11,000",新店區,屋主,9,顏先生,11天前,大坪林站,276
181,⭐一樓便利好停機車套房,11065355,分租套房,1F/4F,"9,500",泰山區,仲介,6.5,李奇軒,21小時內,A6 泰山貴和站,699
182,舒適大空間套房（近江子翠站）,9498472,分租套房,2F/4F,"12,000",板橋區,屋主,7,呂小姐,2小時內,江子翠站,620
0,★可貓★北門捷運★露台晒衣★傢俱傢電,13556087,獨立套房,5F/5F,"11,000",大同區,仲介,6,洪先生,7小時內,站,0
1,後山埤站、走道窗、可貓、垃圾代收,13555739,獨立套房,4F/4F,"9,700",南港區,仲介,6,吳先生,9小時內,後山埤站,217
2,美美大套房有陽台專用洗衣機,13555515,獨立套房,5F/5F,"10,000",內湖區,仲介,10.5,徐小姐,2小時內,劍南路站,771
3,北市|重陽橋旁|有窗|4樓,13555507,獨立套房,4F/4F,"9,000",士林區,代理人,8.2,魏先生,10小時內,士林站,692
4,師大路獨立套房,13055322,獨立套房,5F/5F,"10,000",中正區,屋主,5,陳小姐,7小時內,台電大樓站,209
5,捷運台北車站步行5分鐘，採光通風佳,13555160,獨立套房,頂樓加蓋/7F,"10,000",中正區,仲介,7,周小姐,2小時內,台北車站,265
6,北車捷運步行2分鐘。電梯小資優美套房,13554984,獨立套房,頂樓加蓋/7F,"10,000",中正區,仲介,7,王先生,3小時內,站,0
7,忠孝敦化sogo商圈可養寵物垃圾代收,13554500,獨立套房,2F/4F,"11,000",大安區,仲介,5,陳先生,13小時內,忠孝復興站,311
8,捷運大橋頭，套房，近捷運/可寵物,13554132,獨立套房,5F/5F,"11,999",大同區,仲介,6,石小姐,12小時內,大橋頭站,237
9,★【大露台，獨立套房】東湖機能美屋★,13554004,獨立套房,6F/6F,"10,000",內湖區,仲介,6,陳乙青,12小時內,東湖站,666
10,無窗套房~衛浴乾溼分離~免倒垃圾~短租,13553965,獨立套房,9F/11F,"11,000",萬華區,屋主,5,林先生,14小時內,峨眉街口(中醫院區)站,37
11,文德捷運站!設備全新裝潢美美套房1樓,13553365,獨立套房,1F/5F,"12,000",內湖區,仲介,7,徐小姐,2小時內,文德站,311
12,/短租3個月/套房/圓山站/大橋頭站,13553230,獨立套房,2F/4F,"9,500",大同區,仲介,6,林先生,16小時內,站,0
13,菁華區套房，家具全，生活機能佳,13553212,獨立套房,頂樓加蓋/4F,"10,000",松山區,屋主,8,周小姐,16小時內,台北小巨蛋站,483
14,北車/乾淨/對外窗/電費內含/陽台曬衣,13552739,獨立套房,3F/4F,"9,999",中正區,仲介,7,謝先生,16小時內,台北車站,478
15,龍山捷運站步行5分鐘.環境優美.安靜,13552745,獨立套房,B1/3F,"9,000",萬華區,屋主,6,蔡小姐,2小時內,龍山寺站,316
16,吉屋套房出租~接受短租,13552081,獨立套房,3F/4F,"9,000",文山區,屋主,6,梁先生,18小時內,萬隆站,264
17,捷運台電大樓3分◆採光套房◆機能優★可寵,13551900,獨立套房,3F/4F,"11,990",大安區,仲介,6,吳先生,18小時內,台電大樓站,287
18,🔥小南門🔥採光超好/可入戶即可寵物,13551818,獨立套房,4F/4F,"11,200",中正區,仲介,6,黃先生,18小時內,小南門站,368
19,行天宮站、松江路、房間廁所皆有窗,13551806,獨立套房,3F/3F,"11,988",中山區,仲介,7,陳先生,12小時內,行天宮站,184
20,電梯大樓全新裝潢水泥隔間採光好可養寵套房,13551742,獨立套房,4F/5F,"10,500",大同區,仲介,6,黃小姐,2小時內,台北車站,377
21,台電大樓站/可寵靜巷/陽台採光/獨立洗衣,13551559,獨立套房,2F/5F,"11,588",大安區,仲介,7,周先生,19小時內,台電大樓站,223
